keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
dog stroller pink,590,"dog stroller pink, cat stroller pink, pink stroller for dogs","590.0, 30.0, 10.0",630,4.513987555,https://www.chewy.com/pet-gear-happy-trails-no-zip-pet/dp/53552,15,0
dog treats long lasting,590,"dog treats long lasting, long lasting dog treats, long lasting puppy treats","590.0, 590.0, 10.0",1190,7.436501705,https://www.chewy.com/platinum-pets-dog-chews-from/dp/177127,2475,0
dry catnip,590,dry catnip,590,590,2.381314537,,6,
fish food game,590,fish food game,590,590,1.682021327,,5,
fresh kisses dog treats,590,fresh kisses dog treats,590,590,3.773851163,https://www.chewy.com/merrick-fresh-kisses-double-brush/dp/155113,15,0.040740741
horse feed scoop,590,horse feed scoop,590,590,3.153028589,https://www.chewy.com/pet-champion-feeding-scoop-3-qt/dp/359919,18,0
horse saddles english,590,"horse saddles english, saddle covers english, english saddle riding, english saddle horse, french english saddles","590.0, 480.0, 110.0, 50.0, 10.0",1240,7.602125605,https://www.chewy.com/stubben-horse-saddle-cover-blue/dp/283924,97,
lint roller clothes,590,"lint roller clothes, lint rollers for clothes, lint roller pack, lint roller sheets, lint roller no paper, lint rollers lint rollers, pack of lint rollers","590.0, 590.0, 50.0, 30.0, 10.0, 10.0, 10.0",1290,2.352131469,https://www.chewy.com/evercare-pet-plus-mega-extreme-stick/dp/151356,6,
nerf cat toys,590,nerf cat toys,590,590,3.930544817,https://www.chewy.com/nerf-dog-tennis-ball-blaster-dog-toy/dp/134162,15,0.012195122
outdoor cat food,590,outdoor cat food,590,590,6.076040181,https://www.chewy.com/cat-chow-indoor-hairball-healthy/dp/127667,41,0.063492063
pond filter pads,590,"pond filter pads, fish tank filter pads, pond filter mat","590.0, 210.0, 70.0",870,2.734138195,https://www.chewy.com/aqueon-quietflow-2075-carbon-reducing/dp/228968,6,
seapora aquariums,590,seapora aquariums,590,590,2.515905447,,9,
shampoo horse tail,590,"shampoo horse tail, black horse shampoo","590.0, 70.0",660,5.176174866,,16,
supplies new puppy,590,"supplies new puppy, must have new puppy supplies","590.0, 10.0",600,6.71223892,,2014,
the black dog clothing,590,"the black dog clothing, the black dog shirts, black dog clothing line","590.0, 90.0, 70.0",750,6.92317239,,2708,
womens dog shirts,590,"womens dog shirts, dog sweater women's","590.0, 90.0",680,2.94473418,,8,
acrylic dog pens,480,acrylic dog pens,480,480,0.881150353,,6,
alpaca food,480,"alpaca food, alpaca as food, alpaca food treats","480.0, 10.0, 10.0",500,6.435645973,https://www.chewy.com/mazuri-alpaca-complete-life-alpaca/dp/248813,28,0.003524229
aquarium gravel white,480,"aquarium gravel white, aquarium gravel blue, aquarium gravel green","480.0, 210.0, 10.0",700,3.991996258,https://www.chewy.com/pure-water-pebbles-coated-aquarium/dp/162583,13,0.166666667
aquarium pond,480,"aquarium pond, koi pond aquarium","480.0, 20.0",500,5.96653747,,361,
bio filter media,480,bio filter media,480,480,7.537334788,https://www.chewy.com/marineland-c-series-canister-bio/dp/125870,46,0
bird baths for parakeets,480,bird baths for parakeets,480,480,3.988681165,https://www.chewy.com/penn-plax-bird-bath-universal-hanging/dp/131225,12,0.25
carob dog treat,480,"carob dog treat, carob for dog treats, carob treats for dogs, carob chip dog treats","480.0, 480.0, 480.0, 20.0",1460,7.654448029,https://www.chewy.com/exclusively-dog-carob-sandwich-cremes/dp/47041,127,0
cat fishing supplies,480,cat fishing supplies,480,480,5.243867902,,864,
cat shirt button up,480,cat shirt button up,480,480,3.269259258,,10,
cat treats party mix,480,"cat treats party mix, party mix cat treats","480.0, 480.0",960,7.898038844,https://www.chewy.com/friskies-party-mix-crunch-morning/dp/104127,29,0
chicken feed storage,480,chicken feed storage,480,480,1.870322167,,5,
dog easter collar,480,"dog easter collar, easter dog collars, easter dog collars and leashes","480.0, 480.0, 10.0",970,4.137063142,,16,
dog kennels professional,480,"dog kennels professional, dog kennel supplies, cat kennel supplies","480.0, 260.0, 10.0",750,2.149679422,,7,
fish food chain,480,fish food chain,480,480,2.017193826,,10,
fish tank filter carbon,480,fish tank filter carbon,480,480,4.618486188,,14,
fish tank filter replacement,480,fish tank filter replacement,480,480,3.773384526,https://www.chewy.com/tetra-whisper-bio-bag-aquarium-filter/dp/382104,19,0
free dog clothing patterns,480,"free dog clothing patterns, dog dress pattern free, free patterns for dog dresses, dog shirt pattern free","480.0, 260.0, 260.0, 170.0",1170,7.41597119,,80,
gun dog collars,480,gun dog collars,480,480,3.530676899,,9,
hamster litter boxes,480,"hamster litter boxes, will a hamster use a litter box, will hamsters use a litter box","480.0, 10.0, 10.0",500,8.206025527,https://www.chewy.com/kaytee-hamster-potty-station/dp/131018,36,0
horse bedding for stalls,480,horse bedding for stalls,480,480,1.884718964,,6,
horse feed tub,480,"horse feed tub, horse supplement tubs","480.0, 20.0",500,3.21437985,,12,
horse tack english,480,"horse tack english, show horse tack, all horse tack, 4 show horse tack","480.0, 260.0, 20.0, 10.0",770,6.100580756,,442,
lint roller large,480,lint roller large,480,480,3.34844013,https://www.chewy.com/chomchom-roller-pet-hair-remover/dp/163269,11,0
medical dog tags,480,medical dog tags,480,480,6.153180296,,26,
pattern for dog pajamas,480,pattern for dog pajamas,480,480,4.881657388,,16,
puppy feeder station,480,puppy feeder station,480,480,1.398893465,,5,
reptile soil,480,"reptile soil, soil for reptiles, reptile clay substrate, reptile soil substrate, desert reptile substrate","480.0, 480.0, 40.0, 40.0, 10.0",1050,7.402042931,https://www.chewy.com/galapagos-tropicoco-coconut-soil/dp/336501,54,0.026431718
suet feeder woodpecker,480,"suet feeder woodpecker, suet feeders for woodpeckers, woodpecker suet feeders","480.0, 480.0, 480.0",1440,3.529758,,11,
timothy horse hay,480,"timothy horse hay, rabbit hay timothy","480.0, 10.0",490,3.908220671,,16,
alfalfa hay horses,390,"alfalfa hay horses, alfalfa horse treats, alfalfa free horse feed","390.0, 30.0, 10.0",430,8.031445995,https://www.chewy.com/manna-pro-nuggets-bite-size-alfalfa/dp/269349,46,
bird cages budgies,390,"bird cages budgies, bird toys for budgies, budgie bird supplies","390.0, 170.0, 10.0",570,6.485397229,https://www.chewy.com/sungrow-bird-chew-toy-medium-large/dp/206233,190,
boxer dog gifts,390,"boxer dog gifts, personalized boxer dog gifts","390.0, 20.0",410,3.378901613,,15,
brine shrimp fish food,390,"brine shrimp fish food, brine shrimp as fish food, freshwater shrimp food, shrimp healthy food, natural shrimp food","390.0, 320.0, 140.0, 110.0, 10.0",970,7.747495063,https://www.chewy.com/san-francisco-bay-brand-freeze-dried/dp/337713,31,0
cat supplies list,390,"cat supplies list, list of cat supplies, unique cat supplies","390.0, 390.0, 20.0",800,2.274797375,https://www.chewy.com/b/cat-325,7,0
cat sweater pattern knitting,390,"cat sweater pattern knitting, knitting patterns for cat sweaters, cat toys knitting patterns, cat clothes knitting patterns, cat coat knitting pattern, free knitting patterns for cat coats, knitted cat coat pattern free","390.0, 390.0, 90.0, 10.0, 10.0, 10.0, 10.0",910,3.832890176,,13,
catnip silvervine,390,"catnip silvervine, catnip and silvervine","390.0, 140.0",530,6.443805959,https://www.chewy.com/petlinks-hypernip-silvervine-catnip/dp/169733,30,0
chicken feed as cat litter,390,"chicken feed as cat litter, chicken feed for cat litter, corn chicken feed as cat litter","390.0, 390.0, 10.0",790,7.743105064,https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-17/dp/244669,69,0
cuttlebone for parakeet,390,"cuttlebone for parakeet, cuttlebone parakeet","390.0, 390.0",780,2.788024602,https://www.chewy.com/living-world-cuttlebone-bird-treat/dp/131456,7,
daphnia fish food,390,daphnia fish food,390,390,2.406672273,,6,
dog cookies icing,390,"dog cookies icing, dog cookies with icing, icing for dog cookies","390.0, 390.0, 390.0",1170,2.417474465,,5,
dog kennels with wheels,390,dog kennels with wheels,390,390,2.047028918,https://www.chewy.com/midwest-universal-crate-caster/dp/102225,5,0
dog treats with applesauce,390,"dog treats with applesauce, dog cookies with applesauce","390.0, 10.0",400,4.871627678,,15,
english jumping saddles,390,"english jumping saddles, english saddle jumping, english jumping saddle pads, horse jumping saddles, saddle pads english jumping, saddle pads jumping","390.0, 390.0, 40.0, 40.0, 30.0, 30.0",920,2.709837214,,7,
fish food for vacation,390,"fish food for vacation, fish food vacation, vacation fish food, fish food vacation block","390.0, 390.0, 390.0, 20.0",1190,2.276285096,https://www.chewy.com/tetra-vacation-tropical-slow-release/dp/125597,5,0
flowers for hummingbird feeders,390,flowers for hummingbird feeders,390,390,2.506678439,,5,
freeze dried mealworms,390,freeze dried mealworms,390,390,4.844807277,https://www.chewy.com/flukers-freeze-dried-mealworm-treats/dp/126127,20,0.033333333
happy puppy grooming,390,"happy puppy grooming, first puppy grooming, puppy grooming at home, small puppy grooming, puppy grooming tips","390.0, 320.0, 110.0, 30.0, 10.0",860,2.020372536,,6,
iron stirrups,390,"iron stirrups, stirrup irons, english stirrup irons, stirrup irons english, horse stirrup irons","390.0, 390.0, 110.0, 50.0, 10.0",950,2.393638399,,7,
kibbles and bits puppy food,390,kibbles and bits puppy food,390,390,3.275180981,https://www.chewy.com/kibbles-n-bits-original-savory-beef/dp/161040,8,0.015625
litter boxes with doors,390,litter boxes with doors,390,390,3.484188795,https://www.chewy.com/frisco-flip-top-hooded-cat-litter-box/dp/182413,10,0
lovebird toy,390,"lovebird toy, toys for lovebird, lovebird foraging toys","390.0, 390.0, 10.0",790,7.238567269,,91,
mealworms adults,390,mealworms adults,390,390,3.210108442,,10,
medicated fish food,390,medicated fish food,390,390,6.160728546,https://www.chewy.com/new-life-spectrum-naturox-thera/dp/158779,28,0.2
mountain dog leashes,390,mountain dog leashes,390,390,4.329994534,https://www.chewy.com/carhartt-tradesman-dog-leash/dp/201091,22,0
nectar for hummingbird feeders,390,"nectar for hummingbird feeders, bird health hummingbird nectar","390.0, 50.0",440,7.794002482,,32,
petrageous dog bowls,390,"petrageous dog bowls, petrageous dog bowls 4 cup","390.0, 10.0",400,7.913973952,https://www.chewy.com/petrageous-designs-metro-deep/dp/55204?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=PetRageous%20Designs&amp;utm_term=%7Bkeyword%7D,34,0.112244898
saltwater aquarium shrimp,390,saltwater aquarium shrimp,390,390,2.489387115,,7,
show dog supplies,390,"show dog supplies, dog supplies list, list of dog supplies, must have dog supplies","390.0, 320.0, 320.0, 20.0",1050,3.701136177,https://www.chewy.com/,17,
towel dogs,390,"towel dogs, towel dog toy","390.0, 10.0",400,8.851597314,,306,
whisper fish tank filters,390,whisper fish tank filters,390,390,2.944291828,,8,
women's riding chaps,390,"women's riding chaps, women's riding chaps western, ladies riding chaps","390.0, 50.0, 10.0",450,3.16796213,,23,
women's riding gloves,390,"women's riding gloves, women's horse riding gloves, ladies horse riding gloves, ladies riding gloves, riding gloves ladies","390.0, 50.0, 10.0, 10.0, 10.0",470,2.723225425,,7,
40 gallon saltwater aquarium,320,40 gallon saltwater aquarium,320,320,3.944944385,,27,
48 dog kennels,320,48 dog kennels,320,320,6.153597846,,239,
aquarium lights t5,320,"aquarium lights t5, t5 lights for saltwater aquarium","320.0, 20.0",340,4.48000053,,15,
cat carrier medium,320,cat carrier medium,320,320,6.781886217,https://www.chewy.com/sherpa-original-deluxe-airline/dp/135079,791,0
cat scratcher wave,320,cat scratcher wave,320,320,3.722888455,https://www.chewy.com/frisco-wave-cat-scratcher-toy-catnip/dp/201478,16,0
catnip and biscuits,320,"catnip and biscuits, catnip n biscuits","320.0, 140.0",460,5.488364127,https://www.chewy.com/xtreme-catnip/dp/43521,22,
chicken feed guide,320,"chicken feed guide, chicken feed for meat birds, chicken feed nutrition","320.0, 90.0, 20.0",430,6.390309986,,47,
chicken feed oyster shell,320,chicken feed oyster shell,320,320,5.080272411,,24,
chicken seeds,320,"chicken seeds, chicken pumpkin seeds, chicken grass seed, chicken seed mix, wild bird seed for chickens, chicken grass seed mix, feeding chickens wild bird seed, wild bird food for chickens, wild bird seed for ducks, wild bird seed plants","320.0, 140.0, 110.0, 50.0, 20.0, 10.0, 10.0, 10.0, 10.0, 10.0",690,7.801654586,https://www.chewy.com/healthy-harvest-whole-hearty-layer/dp/226649,792,0
dog bandanas red,320,dog bandanas red,320,320,7.847734769,,53,
dog supplies rainbow,320,dog supplies rainbow,320,320,5.713290262,https://www.chewy.com/frisco-summer-fun-plush-rope-rainbow/dp/241245,59,0
flying dog collars,320,flying dog collars,320,320,2.190985218,,6,
goldfish aquarium plants,320,"goldfish aquarium plants, small aquariums for goldfish","320.0, 50.0",370,2.231799546,,6,
hay for cow,320,"hay for cow, hay for sheep, sheep hay, cow and hay, cattle feed hay, feeding hay to sheep, feeding sheep hay, horse hay cow","320.0, 140.0, 140.0, 20.0, 10.0, 10.0, 10.0, 10.0",660,2.667106432,,6,
hay hamster,320,"hay hamster, hay for hamster bedding","320.0, 70.0",390,8.027710816,,80,
horse bridle and reins,320,"horse bridle and reins, horse reins and bridle","320.0, 320.0",640,6.551960473,https://www.chewy.com/rambo-micklem-horse-multi-bridle/dp/351699,38,0.041666667
horse halter show,320,horse halter show,320,320,1.962818913,,8,
leather riding chaps,320,"leather riding chaps, mens leather riding chaps, leather riding chaps horse","320.0, 90.0, 20.0",430,6.620066938,,61,
optimal fish food,320,optimal fish food,320,320,2.435798156,https://www.chewy.com/aqueon-color-enhancing-marine-flakes/dp/124472,8,0
pet cone cat,320,pet cone cat,320,320,6.373332383,,29,
puppy food diarrhea,320,puppy food diarrhea,320,320,2.008489204,,5,
rat with big balls,320,"rat with big balls, big rat balls, rat big balls, big balls rat","320.0, 170.0, 170.0, 40.0",700,2.035452301,https://www.chewy.com/big-sky-cats-buffalo-hair-rat/dp/158488,6,
aquarium light stands,260,aquarium light stands,260,260,1.773705706,,30,
aquarium pump vacuum,260,"aquarium pump vacuum, aquarium vacuum pump, aquarium cleaning vacuum pump, aquarium pump accessories, aquarium pump kit, saltwater aquarium vacuum","260.0, 260.0, 10.0, 10.0, 10.0, 10.0",560,4.799087544,https://www.chewy.com/eheim-quick-vac-automatic-gravel/dp/157994?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Eheim&amp;utm_term=%7Bkeyword%7D,18,
automatic duck feeders,260,"automatic duck feeders, duck feeders automatic, auto duck feeders","260.0, 260.0, 50.0",570,1.976174257,,11,
bandage dog wound,260,"bandage dog wound, bandage cat wound","260.0, 10.0",270,6.448916969,,22,
bird egg food,260,"bird egg food, duck egg food, finch egg food, duck feed for egg production, duck food for egg production, egg food lovebird, parrot egg food","260.0, 210.0, 50.0, 10.0, 10.0, 10.0, 10.0",560,8.128385476,https://www.chewy.com/higgins-protein-egg-bird-food/dp/166356,126,0
cat and candles,260,cat and candles,260,260,8.505811347,,288,
cat dryer box,260,"cat dryer box, cat grooming dryer box, cat air dryer box","260.0, 20.0, 10.0",290,2.184584005,,7,
cat food lickables,260,cat food lickables,260,260,6.86922062,https://www.chewy.com/hartz-delectables-senior-bisque/dp/293761,478,0.24137931
cat necklaces silver,260,"cat necklaces silver, silver cat necklaces","260.0, 260.0",520,2.807595158,,6,
cat treats kittens,260,cat treats kittens,260,260,8.761372712,,1063,
catnip mouse,260,catnip mouse,260,260,6.927713807,https://www.chewy.com/smartykat-skitter-critters-catnip/dp/295658,64,0.012820513
chicken feed mixer,260,chicken feed mixer,260,260,6.85622215,,66,
chinchilla litter box,260,"chinchilla litter box, litter box for chinchilla","260.0, 20.0",280,6.933651314,https://www.chewy.com/frisco-high-sided-small-pet-litter/dp/291361,31,0.097560976
dog bathing and grooming,260,"dog bathing and grooming, dog shower grooming","260.0, 10.0",270,8.188688147,,366,
dog coats hunting,260,dog coats hunting,260,260,4.16862959,,18,
dog tie out trolley,260,dog tie out trolley,260,260,2.790161308,https://www.chewy.com/tumbo-trolley-dog-xtreme-stretching/dp/371567,7,0.105263158
dog treats kabobs,260,dog treats kabobs,260,260,8.143286459,https://www.chewy.com/good-n-fun-triple-flavor-kabobs/dp/129720,32,0
felt saddle pads,260,"felt saddle pads, felt saddle pads western","260.0, 140.0",400,3.863377894,,10,
fish tank filter cleaning,260,"fish tank filter cleaning, fish tank filter not cleaning water","260.0, 10.0",270,5.598588524,,30,
french bulldog home decor,260,french bulldog home decor,260,260,2.61994439,,9,
horse bits english,260,"horse bits english, horse riding bits","260.0, 170.0",430,7.083573236,,64,
horse blanket clip,260,horse blanket clip,260,260,3.470636325,,10,
horse feed weight gain,260,"horse feed weight gain, weight gain horse feed, horse feed supplements weight gain, horse supplements weight gain","260.0, 260.0, 10.0, 10.0",540,2.215505196,https://www.chewy.com/hygain-zero-horse-feed-44-lb-bag/dp/333942,5,
hunting dog leashes,260,"hunting dog leashes, dog leash gun, gun dog leashes","260.0, 140.0, 140.0",540,7.84622563,,78,
kitten litter non clumping,260,kitten litter non clumping,260,260,4.539099217,https://www.chewy.com/dr-elseys-kitten-attract-clumping/dp/28981,13,0
koi pond decor,260,koi pond decor,260,260,5.589644809,,343,
liquid catnip,260,liquid catnip,260,260,3.380544059,https://www.chewy.com/pet-mastermind-i-love-catnip-cat/dp/188967,13,0.040540541
litter box for hedgehog,260,litter box for hedgehog,260,260,5.59128439,,23,
make dog treats at home,260,make dog treats at home,260,260,7.41834621,,119,
mimi green dog collars,260,mimi green dog collars,260,260,1.768889546,,5,
mouse accessories,260,"mouse accessories, mouse pad accessories","260.0, 10.0",270,3.990040444,,206,
nut birds,260,nut birds,260,260,8.520440888,,93,
organizing dog supplies,260,organizing dog supplies,260,260,7.429765987,,95,
rabbit cage xl,260,"rabbit cage xl, rabbit cage xxl","260.0, 10.0",270,1.995642072,,6,
rabbit hay bag,260,"rabbit hay bag, rabbit hay box","260.0, 210.0",470,8.281441121,https://www.chewy.com/bm-hay-company-no-mess-timothy-haybox/dp/187096,93,
riding boots rubber,260,riding boots rubber,260,260,7.186963701,,39,
sea dog kennels,260,sea dog kennels,260,260,2.644579033,,9,
starter chicken feed,260,starter chicken feed,260,260,7.270678954,https://www.chewy.com/mile-four-21-organic-whole-grain/dp/371416,48,0
sun conure food,260,sun conure food,260,260,3.285212455,https://www.chewy.com/vitakraft-vita-smart-vitamin/dp/123794,13,0
wood dog feeders,260,wood dog feeders,260,260,7.275963287,,86,
50 lb bag of chicken feed,210,"50 lb bag of chicken feed, chicken feed bag","210.0, 140.0",350,7.444814062,https://www.chewy.com/kalmbach-feeds-all-natural-16-protein/dp/170372,151,0.125
accessories for lizards,210,"accessories for lizards, lizard accessories, pet lizard accessories","210.0, 210.0, 10.0",430,6.029611563,https://www.chewy.com/b/lizard-14004,462,
alfalfa hay for goats,210,"alfalfa hay for goats, alfalfa goat feed, feeding sheep alfalfa hay, feeding alfalfa pellets to sheep, feeding sheep alfalfa, feeding sheep alfalfa pellets","210.0, 30.0, 20.0, 10.0, 10.0, 10.0",290,2.796420424,https://www.chewy.com/dr-pol-healthy-goat-alfalfa-recipe/dp/278896,6,
alternative fish food,210,"alternative fish food, fish food alternatives, natural fish food","210.0, 210.0, 90.0",510,6.971857452,,46,
aquarium stand steel,210,"aquarium stand steel, iron aquarium stands","210.0, 70.0",280,0.675002102,,37,
big cat games,210,"big cat games, crazy cat games","210.0, 140.0",350,5.883464589,,207,
bird food for blue jays,210,"bird food for blue jays, jay bird food","210.0, 10.0",220,5.472428371,,18,
bird food for robins,210,"bird food for robins, robin bird food, bird food for sparrows, food for robins bird food","210.0, 210.0, 90.0, 10.0",520,4.336210112,https://www.chewy.com/lyric-fine-tunes-no-waste-mix-wild/dp/178041,15,0
black dog jewelry,210,"black dog jewelry, blue dog jewelry","210.0, 10.0",220,3.55822195,,17,
catnip mint,210,"catnip mint, mint catnip, mint and catnip","210.0, 210.0, 10.0",430,3.930145108,,17,
chicken feed mash,210,chicken feed mash,210,210,2.40619324,https://www.chewy.com/mile-four-16-organic-mash-layer/dp/384831,6,0
dog bone game,210,dog bone game,210,210,3.06075128,,12,
dog bow tie red,210,dog bow tie red,210,210,5.373611043,,25,
dog bowls bulk,210,dog bowls bulk,210,210,2.761359024,,12,
dog car seat lookout,210,dog car seat lookout,210,210,2.91713891,https://www.chewy.com/snoozer-pet-products-lookout-ii-dog/dp/140449?utm_source=google-product&utm_medium=organic&utm_campaign=%7Bcampaignid%7D&utm_content=Snoozer%20Pet%20Products&utm_term=%7Bkeyword%7D&show-search=1,6,0.285714286
dog coats dachshund,210,dog coats dachshund,210,210,2.32116897,,8,
dog coats great dane,210,dog coats great dane,210,210,2.568073247,,9,
dog ice cream cake,210,dog ice cream cake,210,210,4.794506624,https://www.chewy.com/petcakes-carob-flavor-microwavable/dp/173330,14,0
dog shirt collar,210,dog shirt collar,210,210,6.92967633,https://www.chewy.com/wagatude-americana-print-collar-dog/dp/352312,284,0
easter dog shirts,210,easter dog shirts,210,210,3.488907719,,9,
finch feeder squirrel proof,210,finch feeder squirrel proof,210,210,3.441632595,,9,
fish food that sinks,210,"fish food that sinks, fish food not sinking, sinking tropical fish food","210.0, 10.0, 10.0",230,7.936955645,,45,
fish tank filter not pumping water,210,fish tank filter not pumping water,210,210,2.599021434,,10,
frozen banana dog treats,210,"frozen banana dog treats, no bake banana dog treats, no bake dog treats with banana, pumpkin banana dog treats no flour, banana dog treats frozen, pumpkin banana dog treats no bake, grain free pumpkin banana dog treats","210.0, 30.0, 30.0, 30.0, 20.0, 20.0, 10.0",350,4.55799359,,14,
gingerbread dog cookies,210,"gingerbread dog cookies, ginger dog cookies","210.0, 20.0",230,2.81609304,,7,
goat and sheep feed,210,"goat and sheep feed, sheep winter feed, feeding sheep grain, barley sheep feed, feeding sheep wheat","210.0, 30.0, 20.0, 10.0, 10.0",280,7.119303836,,48,
horse cooler sheet,210,"horse cooler sheet, horse coolers and sheets","210.0, 10.0",220,3.88964376,,14,
horse tack turquoise,210,horse tack turquoise,210,210,6.00157807,,58,
hummingbird feeders red,210,"hummingbird feeders red, hummingbird nectar red, red hummingbird nectar","210.0, 40.0, 40.0",290,7.530846522,https://www.chewy.com/perky-pet-nectar-concentrate-red/dp/251138,35,
jumbo shrimp food,210,jumbo shrimp food,210,210,3.016851329,,8,
milk bone dog vitamins,210,milk bone dog vitamins,210,210,7.209687769,https://www.chewy.com/milk-bone-good-morning-healthy-joints/dp/127390,83,0.086956522
naturalizer riding boots,210,naturalizer riding boots,210,210,5.664451797,,24,
pinkies snake food,210,"pinkies snake food, snake food pinkies, pinkies reptile food","210.0, 210.0, 10.0",430,0.668499351,https://www.chewy.com/micedirect-frozen-mice-rat-feeders/dp/334945,6,0
plastic dog steps,210,plastic dog steps,210,210,7.267634864,https://www.chewy.com/f/plastic-dog-steps-stairs-ramps_c449_f7v17023,55,0.25
quail bird food,210,quail bird food,210,210,7.115580064,https://www.chewy.com/audubon-park-wild-bird-food/dp/147716,27,0
rocket cat games,210,rocket cat games,210,210,1.324387298,,5,
saltwater aquarium maintenance,210,saltwater aquarium maintenance,210,210,6.395981178,https://www.chewy.com/api-stress-zyme-freshwater-saltwater/dp/192581,138,0
saltwater test kits for aquariums,210,"saltwater test kits for aquariums, saltwater aquarium testing, saltwater aquarium water testing","210.0, 110.0, 40.0",360,7.501477432,,38,
turtle tank substrate,210,turtle tank substrate,210,210,3.947791207,https://www.chewy.com/zoo-med-aquatic-river-turtle-tank/dp/257705,24,0
vitality dog food,210,"vitality dog food, vitality dog food for puppies","210.0, 10.0",220,8.711943831,https://www.chewy.com/alpha-paw-natural-vitality-formula/dp/346233,81,0
african grey parrot food,170,"african grey parrot food, african grey parrot treats, african grey parrot perches, african grey parrot stands, grey parrot food, parrot food african grey","170.0, 30.0, 20.0, 10.0, 10.0, 10.0",250,8.861547592,,50,
aquariums for life,170,aquariums for life,170,170,4.076699862,,19,
aquariums plus,170,aquariums plus,170,170,4.148182713,,22,
black mealworms,170,black mealworms,170,170,7.158802839,https://www.chewy.com/flygrubs-black-soldier-fly-larvae/dp/212361,53,0
carbon filter media,170,carbon filter media,170,170,7.613134121,https://www.chewy.com/fluval-spec-carbon-bags-filter-media/dp/181739,46,0
cat 3 bags,170,"cat 3 bags, love cat bags, cat and jack bags, cat 2 bags, cat bag use, cat balls bag, crazy cat bags","170.0, 90.0, 70.0, 50.0, 10.0, 10.0, 10.0",410,6.941285021,,696,
cat and balls,170,"cat and balls, cat 2 balls, cat 2/3 balls, cat 3 balls","170.0, 10.0, 10.0, 10.0",200,8.459897265,,385,
cat perfume bottle,170,"cat perfume bottle, dog perfume bottle","170.0, 20.0",190,2.974174629,https://www.chewy.com/petag-fresh-n-clean-dog-fresh-floral/dp/177512,8,
cat shirt pattern,170,"cat shirt pattern, cat sweater pattern free, cat shirt pattern free","170.0, 140.0, 30.0",340,7.446469969,,33,
cattle feed corn,170,"cattle feed corn, cattle feed grain, cattle feed wheat, natural cattle feed","170.0, 170.0, 70.0, 10.0",420,6.716509548,https://www.chewy.com/kalmbach-feeds-14-stocker-grower/dp/244727,34,
cattle feed molasses,170,"cattle feed molasses, molasses for cattle feed, dry molasses for cattle feed, molasses for sheep feed","170.0, 170.0, 50.0, 10.0",400,4.962362621,,21,
chicken feed cups,170,"chicken feed cups, chicken feed maker","170.0, 50.0",220,7.421991758,https://www.chewy.com/bec-maxi-cup-semi-automatic-poultry/dp/299173,99,0
chicken feed tray,170,"chicken feed tray, chicken feed hopper, chicken feed table","170.0, 70.0, 20.0",260,7.17608645,,3324,
chicken liver vitamins,170,"chicken liver vitamins, chicken liver vitamins and minerals","170.0, 10.0",180,6.53005063,,2151,
chicken strips dog treats,170,chicken strips dog treats,170,170,9.368471248,https://www.chewy.com/smokehouse-usa-chicken-breast-strips/dp/47209,55,0
cleaning rat cages,170,"cleaning rat cages, rat cage cleaner","170.0, 170.0",340,3.096400802,,11,
dog and pork bones,170,"dog and pork bones, large pork bones for dogs","170.0, 10.0",180,8.606413893,,321,
dog camera feeder,170,"dog camera feeder, dog feeder camera, dog camera and feeder, dog feeder and camera","170.0, 170.0, 10.0, 10.0",360,4.594751234,https://www.chewy.com/instachew-purechew-automatic-hd/dp/387624,20,0
dog cleaning supplies,170,dog cleaning supplies,170,170,7.104995738,,1830,
dog ice cream cone,170,dog ice cream cone,170,170,3.477764361,https://www.chewy.com/star-wars-galactic-empire-ice-cream/dp/257290,10,0
dog wedding gifts,170,dog wedding gifts,170,170,3.665753433,,12,
ferret grooming,170,ferret grooming,170,170,7.372319902,https://www.chewy.com/marshall-no-tears-formula-aloe-vera/dp/122465,216,0
fish tank stands black,170,"fish tank stands black, aquarium stand black","170.0, 20.0",190,4.901496147,https://www.chewy.com/marineland-majesty-aquarium-stand/dp/209736,44,
free cat supplies,170,"free cat supplies, cat supplies for free","170.0, 10.0",180,7.378534375,https://www.chewy.com/b/cat-325,4154,0.211538462
frozen snake food,170,frozen snake food,170,170,0.807932227,https://www.chewy.com/b/food-1030,16,0.315789474
grooming rats,170,"grooming rats, rat grooming, cat grooming rat, pet rat grooming, rat grooming behavior, rat over grooming","170.0, 170.0, 10.0, 10.0, 10.0, 10.0",380,6.436063523,,175,
horse riding supplies,170,"horse riding supplies, equine horse supplies","170.0, 10.0",180,5.671774404,,113,
krill fish food,170,krill fish food,170,170,8.444177978,https://www.chewy.com/amzey-jumbo-krill-fish-food/dp/262108,130,0
lemon catnip,170,"lemon catnip, catnip lemongrass","170.0, 40.0",210,1.710929378,https://www.chewy.com/meowijuana-happy-grass-lemongrass/dp/372388,6,
long lasting dog toys,170,"long lasting dog toys, long lasting dog chew toys","170.0, 110.0",280,5.258150484,https://www.chewy.com/b/chew-toys-316,26,0.083333333
