Cluster,keyword,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,Highest Volume Search Terms,Highest_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
1169,chicken egg vitamins,"fish eggs vitamins, chicken egg vitamins","30.0, 30.0",60.0,fish eggs vitamins,30.0,7.1941500000000005,,761.0,0.0
991,organic omega-3 chicken feed,"omega 3 chicken feed, organic omega-3 chicken feed","70.0, 10.0",80.0,omega 3 chicken feed,70.0,5.003500000000001,https://www.chewy.com/kalmbach-feeds-all-natural-17-protein/dp/170369,165.0,0.0
1078,dog shirt collar,dog shirt collar,210.0,210.0,dog shirt collar,210.0,7.391,https://www.chewy.com/wagatude-americana-print-collar-dog/dp/352312,179.0,0.0
822,rawhide bones digestible,rawhide bones digestible,10.0,10.0,rawhide bones digestible,10.0,7.381,,51.0,0.0
732,saltwater test kits for aquariums,"saltwater test kits for aquariums, saltwater aquarium testing, saltwater aquarium water testing","210.0, 110.0, 40.0",360.0,saltwater test kits for aquariums,210.0,7.231166666666667,,33.0,0.0
189,filter media for canister filter,"filter media, canister filter media, mechanical filter media, filter media for canister filter, no filter media, filter media water, external filter media","2400.0, 140.0, 70.0, 20.0, 10.0, 10.0, 10.0",2660.0,filter media,2400.0,4.756099999999999,https://www.chewy.com/b/filter-media-927,399.0,0.005405405
980,dried mealworms for ducks,"dried mealworms for ducks, feeding ducks mealworms","20.0, 10.0",30.0,dried mealworms for ducks,20.0,6.59765,,19.0,0.0
284,dog toy box grey,dog toy box grey,10.0,10.0,dog toy box grey,10.0,7.3579,,36.0,0.0
1164,modern cat tree black,modern cat tree black,40.0,40.0,modern cat tree black,40.0,7.3473,,65.0,0.0
134,black duck food,black duck food,10.0,10.0,black duck food,10.0,7.3464,,118.0,0.0
495,cat shirts funny,cat shirts funny,2400.0,2400.0,cat shirts funny,2400.0,7.3256,,28.0,0.0
193,chicken feed ingredients formula,chicken feed ingredients formula,50.0,50.0,chicken feed ingredients formula,50.0,7.3238,,93.0,0.0
1261,dog supplies for camping,"outdoor dog supplies, dog supplies for camping","14800.0, 170.0",14970.0,outdoor dog supplies,14800.0,6.465199999999999,,1373.0,0.0
1138,pet grass seeds for dogs,"pet grass seeds, pet grass seeds for dogs","90.0, 30.0",120.0,pet grass seeds,90.0,6.94985,https://www.chewy.com/cat-ladies-organic-pet-grass-seed/dp/177895,253.0,0.25
459,dog litter time,dog litter time,10.0,10.0,dog litter time,10.0,7.3056,,64.0,0.0
823,english horse girths,"horse girth western, english horse girths, western horse girths","50.0, 30.0, 30.0",110.0,horse girth western,50.0,6.397033333333333,,30.0,0.0
764,milk bone dog vitamins,milk bone dog vitamins,210.0,210.0,milk bone dog vitamins,210.0,7.2965,https://www.chewy.com/milk-bone-good-morning-healthy-joints/dp/127390,66.0,0.086956522
138,hamster accessories for tank,"hamster accessories for tank, hamster tank accessories","50.0, 20.0",70.0,hamster accessories for tank,50.0,7.255,,37.0,0.0
1344,fish food bag,fish food bag,20.0,20.0,fish food bag,20.0,7.2772,https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232952,1378.0,0.0
153,chicken heart vitamins,chicken heart vitamins,10.0,10.0,chicken heart vitamins,10.0,7.2744,,273.0,0.0
491,yellow fish food,yellow fish food,20.0,20.0,yellow fish food,20.0,7.2742,,134.0,0.0
44,fermenting chicken feed with molasses,"fermenting chicken feed, chicken feed fermentation, fermenting chicken feed pellets, fermenting chicken feed with molasses","2900.0, 2900.0, 40.0, 30.0",5870.0,fermenting chicken feed,2900.0,6.8242,https://www.chewy.com/mile-four-21-organic-mash-starter/dp/384835,1167.0,0.0
1048,chicken feed hopper,"chicken feed tray, chicken feed hopper","170.0, 70.0",240.0,chicken feed tray,170.0,4.9738,,2908.0,0.0
279,lifestage puppy food,lifestage puppy food,10.0,10.0,lifestage puppy food,10.0,7.2449,,93.0,0.0
605,chicken feed for meat birds,"chicken feed guide, chicken feed for meat birds, chicken feed nutrition","320.0, 90.0, 20.0",430.0,chicken feed guide,320.0,5.792433333333332,,40.0,0.0
828,d&d nutrition horse feed,d&d nutrition horse feed,90.0,90.0,d&d nutrition horse feed,90.0,7.2411,,30.0,0.0
16,horse liniment active ingredient,"liniments for horses, horse liniments, liniment horse, horse liniment ingredients, horse liniment oil, horse care liniments, horse liniment active ingredient","6600.0, 6600.0, 6600.0, 110.0, 50.0, 10.0, 10.0",19980.0,liniments for horses,6600.0,5.459728571428571,https://www.chewy.com/absorbine-bigeloil-sore-muscle-joint/dp/226109,55.0,0.0
52,vitamin c fish food,vitamin c fish food,10.0,10.0,vitamin c fish food,10.0,7.2296,,1051.0,0.0
672,vitamin b6 chicken,"vitamin b6 chicken, chicken vitamin b6","10.0, 10.0",20.0,vitamin b6 chicken,10.0,7.131600000000001,,1197.0,0.0
1018,wood dog feeders,wood dog feeders,260.0,260.0,wood dog feeders,260.0,7.2228,,71.0,0.0
394,game dog supplies,game dog supplies,110.0,110.0,game dog supplies,110.0,7.2223,https://www.chewy.com/nina-ottosson-by-outward-hound-casino/dp/103258,132.0,0.0
8,deodorizing cat wipes,deodorizing cat wipes,10.0,10.0,deodorizing cat wipes,10.0,7.2194,,109.0,0.0
382,black and white dog wall art,"funny dog wall art, black dog wall art, black and white dog wall art, framed dog wall art, blue dog wall art, dog paw wall art","70.0, 30.0, 30.0, 20.0, 10.0, 10.0",170.0,funny dog wall art,70.0,4.073333333333333,https://www.chewy.com/stupell-industries-my-house-my-rules/dp/385958,5.0,0.0
868,black cat laser light,"lasers for cat, cat lasers, laser cat games, cat games laser, cat laser light, kitten lasers, cat laser collar, cat and lasers, cat with lasers, kittens with lasers, cat laser ball, cat laser funny, black cat laser light, kittens and lasers, cat 1 laser","12100.0, 12100.0, 1600.0, 1600.0, 1000.0, 320.0, 260.0, 210.0, 40.0, 40.0, 20.0, 10.0, 10.0, 10.0, 10.0",29330.0,lasers for cat,12100.0,3.9039200000000003,https://www.chewy.com/petsafe-bolt-interactive-laser-cat/dp/55753,219.0,0.0
1279,agility dog supplies,agility dog supplies,110.0,110.0,agility dog supplies,110.0,7.2057,,34.0,0.0
1233,fish food varieties,"fish food made of, fish food varieties","30.0, 10.0",40.0,fish food made of,30.0,5.36345,,13.0,0.0
1311,cat water fountain no plug,cat water fountain no plug,20.0,20.0,cat water fountain no plug,20.0,7.1914,,37.0,0.0
1084,dog gate lock,dog gate lock,30.0,30.0,dog gate lock,30.0,7.191,,55.0,0.0
885,natural rawhide twist sticks,"natural rawhide twist sticks, natural rawhide sticks","10.0, 10.0",20.0,natural rawhide twist sticks,10.0,6.893,,95.0,0.0
602,rat grooming behavior,"grooming rats, rat grooming, pet rat grooming, cat grooming rat, rat over grooming, rat grooming behavior","170.0, 170.0, 10.0, 10.0, 10.0, 10.0",380.0,grooming rats,170.0,5.936133333333334,,167.0,0.0
603,blue collar dog grooming,"blue collar dog grooming, dog fashion grooming","90.0, 50.0",140.0,blue collar dog grooming,90.0,6.37605,,386.0,0.0
292,free pet medicine,free pet medicine,10.0,10.0,free pet medicine,10.0,7.186,,132.0,0.0
150,50/50 horse feed,50/50 horse feed,10.0,10.0,50/50 horse feed,10.0,7.1855,,88.0,0.0
369,hamster over grooming,"hamster grooming, hamster over grooming","140.0, 10.0",150.0,hamster grooming,140.0,6.22715,,192.0,0.0
326,cat coat colors and patterns,"cat coat patterns, cat coats colors, cat coat colors and patterns, unique cat coats, beautiful cat coats, all cat coats","1300.0, 1000.0, 110.0, 90.0, 30.0, 10.0",2540.0,cat coat patterns,1300.0,6.176866666666668,,20.0,0.0
1020,koi fish food sticks,"koi carp food, koi fish food sticks","10.0, 10.0",20.0,koi carp food,10.0,5.4398,,62.0,0.0
1281,lint rollers lint rollers,"lint roller large, lint roller sheets, lint rollers lint rollers","480.0, 30.0, 10.0",520.0,lint roller large,480.0,4.1717,https://www.chewy.com/chomchom-roller-pet-hair-remover/dp/163269,8.0,0.0
0,ocean free fish food,ocean free fish food,10.0,10.0,ocean free fish food,10.0,7.1735,,119.0,0.0
433,10-10-10 horse feed,"12 horse feed, 10-10-10 horse feed, 12 cattle feed","140.0, 90.0, 30.0",260.0,12 horse feed,140.0,4.315733333333333,,52.0,0.0
811,must have dog supplies,"show dog supplies, list of dog supplies, dog supplies list, must have dog supplies","390.0, 320.0, 320.0, 20.0",1050.0,show dog supplies,390.0,4.233325,https://www.chewy.com/,19.0,0.0
990,riding boots rubber,riding boots rubber,260.0,260.0,riding boots rubber,260.0,7.1587,,41.0,0.0
54,chicken incubator supplies,chicken incubator supplies,10.0,10.0,chicken incubator supplies,10.0,7.1557,,30.0,0.0
528,dog cleaning supplies,dog cleaning supplies,170.0,170.0,dog cleaning supplies,170.0,7.1487,,1581.0,0.0
266,natural cattle feed,"cattle feed corn, cattle feed grain, cattle feed wheat, natural cattle feed","170.0, 170.0, 70.0, 10.0",420.0,cattle feed corn,170.0,6.348425,https://www.chewy.com/kalmbach-feeds-14-stocker-grower/dp/244727,30.0,0.0
170,pet medicine bottles,pet medicine bottles,10.0,10.0,pet medicine bottles,10.0,7.1446,,400.0,0.0
503,cat person gifts,"cat lady gifts, cat person gifts, ladies cat gifts, cat lady decor","590.0, 210.0, 10.0, 10.0",820.0,cat lady gifts,590.0,3.95505,,11.0,0.0
197,cleaning cat kennels,cleaning cat kennels,10.0,10.0,cleaning cat kennels,10.0,7.1422,,75.0,0.0
187,12 dog coats,12 dog coats,10.0,10.0,12 dog coats,10.0,7.1253,,346.0,0.0
1079,vitamin b6 fish,vitamin b6 fish,10.0,10.0,vitamin b6 fish,10.0,7.1129,,772.0,0.0
972,grilled chicken vitamins,grilled chicken vitamins,10.0,10.0,grilled chicken vitamins,10.0,7.1108,,96.0,0.0
1231,goat and sheep feed,"goat and sheep feed, sheep winter feed, feeding sheep grain, feeding sheep wheat, barley sheep feed","210.0, 30.0, 20.0, 10.0, 10.0",280.0,goat and sheep feed,210.0,4.70596,,46.0,0.0
1184,horse rope halter with lead,"horse halters and leads, horse rope halter with lead","20.0, 10.0",30.0,horse halters and leads,20.0,5.4955,,110.0,0.0
583,pet carrier pad,pet carrier pad,40.0,40.0,pet carrier pad,40.0,7.1037,,100.0,0.0
389,80 10 10 dog food,80 10 10 dog food,20.0,20.0,80 10 10 dog food,20.0,7.1007,,92.0,0.0
1156,dog water bottle kennel,"dog water bottle crate, dog water bottle kennel, puppy crate water","1600.0, 390.0, 50.0",2040.0,dog water bottle crate,1600.0,5.948433333333334,,35.0,0.0
1286,reptile live feed,reptile live feed,70.0,70.0,reptile live feed,70.0,7.0918,,30.0,0.0
40,cat coat hooks,cat coat hooks,50.0,50.0,cat coat hooks,50.0,7.0738,,59.0,0.0
590,dog bowls red,dog bowls red,20.0,20.0,dog bowls red,20.0,7.0701,,163.0,0.0
435,mickey's dog supplies,mickey's dog supplies,10.0,10.0,mickey's dog supplies,10.0,7.0679,,53.0,0.0
777,sheep feed bags,sheep feed bags,10.0,10.0,sheep feed bags,10.0,7.0531,https://www.chewy.com/kalmbach-feeds-16-ewe-builder-pellets/dp/244713,43.0,0.0
93,koi floating fish food pellets,"koi food pellets, fish food koi pellets, koi fish food small pellets, koi floating fish food pellets","140.0, 110.0, 10.0, 10.0",270.0,koi food pellets,140.0,5.095974999999999,https://www.chewy.com/blackwater-premium-koi-goldfish-food/dp/232944,29.0,0.041666667
1296,nectar for hummingbird feeders,"nectar for hummingbird feeders, bird health hummingbird nectar","390.0, 50.0",440.0,nectar for hummingbird feeders,390.0,5.058,,25.0,0.0
536,catnip mouse,catnip mouse,260.0,260.0,catnip mouse,260.0,7.0273,https://www.chewy.com/smartykat-skitter-critters-catnip/dp/295658,55.0,0.012820513
464,soy free goat feed,soy free goat feed,10.0,10.0,soy free goat feed,10.0,7.0228,,30.0,0.0
944,chicken egg supplies,chicken egg supplies,10.0,10.0,chicken egg supplies,10.0,7.0189,,178.0,0.0
1207,rabbit grooming tools,"rabbit grooming tools, rabbit grooming comb","50.0, 10.0",60.0,rabbit grooming tools,50.0,6.1574,https://www.chewy.com/ware-groom-n-kit-small-animals/dp/128628,40.0,0.0
37,fish vitamins aquarium,"fish vitamins aquarium, fish vitamin tablets","20.0, 10.0",30.0,fish vitamins aquarium,20.0,5.1132,,13.0,0.0
300,iron fish food,iron fish food,30.0,30.0,iron fish food,30.0,7.0107,,979.0,0.0
179,feeding chickens alfalfa pellets,"feeding chickens alfalfa pellets, alfalfa pellets for chicken feed","20.0, 10.0",30.0,feeding chickens alfalfa pellets,20.0,6.65855,,100.0,0.0
779,leather horse leads,"horse leads, leather horse leads, horse lunge leads","1600.0, 50.0, 10.0",1660.0,horse leads,1600.0,5.4084,https://www.chewy.com/horze-equestrian-cooper-halter-horse/dp/292719,116.0,0.014285714
946,rat pet supplies,rat pet supplies,170.0,170.0,rat pet supplies,170.0,6.996,,176.0,0.0
819,calcium supplements for cattle,"calcium supplements for cattle, cattle calcium supplements, calcium supplements for sheep","70.0, 70.0, 20.0",160.0,calcium supplements for cattle,70.0,6.945466666666667,,51.0,0.0
100,filter media pads,filter media pads,70.0,70.0,filter media pads,70.0,6.9905,,58.0,0.0
1299,horse reins leather,horse reins leather,10.0,10.0,horse reins leather,10.0,6.9881,,28.0,0.0
366,chicken treat dispenser,"chicken feed dispenser, chicken treat dispenser","70.0, 40.0",110.0,chicken feed dispenser,70.0,4.8358,https://www.chewy.com/petsafe-busy-buddy-chompin-chicken/dp/373081,9.0,0.0
787,vitality chicken treats,vitality chicken treats,10.0,10.0,vitality chicken treats,10.0,6.9854,,28.0,0.0
219,eco friendly dog supplies,eco friendly dog supplies,20.0,20.0,eco friendly dog supplies,20.0,6.9773,,70.0,0.0
1113,jolly ball dog,jolly ball dog,4400.0,4400.0,jolly ball dog,4400.0,6.9766,https://www.chewy.com/jolly-pets-10-push-n-play-ball-dog/dp/116164,27.0,0.03875969
671,vitamins for cat to be fat,vitamins for cat to be fat,10.0,10.0,vitamins for cat to be fat,10.0,6.9748,,725.0,0.0
1226,dehydrated peanut butter dog treats,dehydrated peanut butter dog treats,70.0,70.0,dehydrated peanut butter dog treats,70.0,6.9729,https://www.chewy.com/blue-ridge-naturals-peanut-butter/dp/126616,25.0,0.0
1252,aquarium cleaning vacuum pump,"aquarium pump vacuum, aquarium vacuum pump, aquarium pump accessories, aquarium cleaning vacuum pump, saltwater aquarium vacuum, aquarium pump kit","260.0, 260.0, 10.0, 10.0, 10.0, 10.0",560.0,aquarium pump vacuum,260.0,5.081916666666667,https://www.chewy.com/eheim-quick-vac-automatic-gravel/dp/157994?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=Eheim&amp;utm_term=%7Bkeyword%7D,19.0,0.0
1089,dog treats kabobs,dog treats kabobs,260.0,260.0,dog treats kabobs,260.0,6.9702,https://www.chewy.com/good-n-fun-triple-flavor-kabobs/dp/129720,25.0,0.0
575,saltwater aquarium lighting for corals,"reef aquariums, nature aquariums, saltwater aquarium coral, saltwater aquarium decorations coral, saltwater aquarium lighting for corals","5400.0, 1900.0, 320.0, 20.0, 20.0",7660.0,reef aquariums,5400.0,5.22602,https://www.chewy.com/instant-ocean-holdfast-epoxy-stick/dp/128301,51.0,0.0
1237,quail bird food,quail bird food,210.0,210.0,quail bird food,210.0,6.9617,https://www.chewy.com/audubon-park-wild-bird-food/dp/147716,26.0,0.0
268,chicken liver vitamins and minerals,"chicken liver vitamins, chicken liver vitamins and minerals","170.0, 10.0",180.0,chicken liver vitamins,170.0,6.71535,,2073.0,0.0
786,hamster food for rats,hamster food for rats,10.0,10.0,hamster food for rats,10.0,6.9412,,29.0,0.0
204,gifts for a cat mom,"gifts for cat mom, cat gifts for mom, cat mom gifts, cat parent gifts, gifts for a cat mom, black cat mom gifts","1600.0, 1600.0, 1600.0, 70.0, 40.0, 10.0",4920.0,gifts for cat mom,1600.0,6.066333333333334,https://www.chewy.com/b/cat-moms-13846,94.0,0.0
127,cat bed quilt,cat bed quilt,10.0,10.0,cat bed quilt,10.0,6.9243,,42.0,0.0
269,dog crate covers for winter,"dog crate covers for winter, quilted dog crate covers, dog crate sun covers","40.0, 20.0, 10.0",70.0,dog crate covers for winter,40.0,5.2819,,32.0,0.0
325,kitty litter for cats,kitty litter for cats,10.0,10.0,kitty litter for cats,10.0,6.9127,,22.0,0.0
1119,parrot cage decoration,parrot cage decoration,10.0,10.0,parrot cage decoration,10.0,6.9063,,63.0,0.0
809,saltwater canister filter media,"saltwater filter media, saltwater canister filter media, filter media for saltwater sump","50.0, 10.0, 10.0",70.0,saltwater filter media,50.0,5.1090333333333335,,203.0,0.0
1120,cat kennel club,cat kennel club,30.0,30.0,cat kennel club,30.0,6.9016,https://www.chewy.com/american-kennel-club-akc-chevron/dp/220788,101.0,0.0
985,turtle with lights,"turtle zoo lights, turtle with lights","10.0, 10.0",20.0,turtle zoo lights,10.0,6.4397,,86.0,0.0
1046,food for robins bird food,"robin bird food, bird food for robins, bird food for sparrows, food for robins bird food","210.0, 210.0, 90.0, 10.0",520.0,robin bird food,210.0,5.01385,https://www.chewy.com/lyric-fine-tunes-no-waste-mix-wild/dp/178041,15.0,0.0
1095,dehydrated yogurt dog treats,"yogurt icing for dog treats, dehydrated yogurt dog treats, dog ice cream no yogurt","30.0, 20.0, 10.0",60.0,yogurt icing for dog treats,30.0,4.258400000000001,,9.0,0.0
490,balance it dog vitamins,balance it dog vitamins,30.0,30.0,balance it dog vitamins,30.0,6.871,,534.0,0.0
425,mealworms protein,"mealworms protein, organic mealworms","170.0, 50.0",220.0,mealworms protein,170.0,4.6791,https://www.chewy.com/kaytee-meal-worm-wild-bird-food/dp/130989,33.0,0.0
1232,free puppy grooming,free puppy grooming,10.0,10.0,free puppy grooming,10.0,6.8635,,250.0,0.0
121,no bake dog treats with banana,"no bake dog treats with banana, no bake banana dog treats","30.0, 30.0",60.0,no bake dog treats with banana,30.0,6.86095,,24.0,0.0
929,22 chicken feed,"22 chicken feed, 20 chicken feed","70.0, 30.0",100.0,22 chicken feed,70.0,6.6518999999999995,,173.0,0.0
520,litter for cats with uti,litter for cats with uti,90.0,90.0,litter for cats with uti,90.0,6.8413,,24.0,0.0
477,horse supplements zinc,horse supplements zinc,10.0,10.0,horse supplements zinc,10.0,6.8164,,309.0,0.0
1185,fish food pantry,fish food pantry,1300.0,1300.0,fish food pantry,1300.0,6.812,,317.0,0.0
930,blue freshwater fish for aquariums,"blue fish aquariums, aquarium lights blue, blue freshwater fish for aquariums","3600.0, 480.0, 20.0",4100.0,blue fish aquariums,3600.0,5.423966666666666,,49.0,0.0
50,free dog harnesses,free dog harnesses,140.0,140.0,free dog harnesses,140.0,6.8103,,62.0,0.0
841,omega 3 wet cat food,omega 3 wet cat food,10.0,10.0,omega 3 wet cat food,10.0,6.8073,,27.0,0.0
763,black mealworms,black mealworms,170.0,170.0,black mealworms,170.0,6.7983,https://www.chewy.com/flygrubs-black-soldier-fly-larvae/dp/212361,33.0,0.0
385,xxl horse riding helmets,xxl horse riding helmets,10.0,10.0,xxl horse riding helmets,10.0,6.798,,26.0,0.0
474,beef it up dog food,beef it up dog food,10.0,10.0,beef it up dog food,10.0,6.7794,,25.0,0.0
1320,patterns for dog coats,"dog coats patterns, patterns for dog coats","1900.0, 1900.0",3800.0,dog coats patterns,1900.0,6.72205,,26.0,0.0
996,blue parakeet food,blue parakeet food,20.0,20.0,blue parakeet food,20.0,6.7694,,25.0,0.0
1267,goldfish aquarium care,goldfish aquarium care,20.0,20.0,goldfish aquarium care,20.0,6.7663,,41.0,0.0
525,chicken feed mill,chicken feed mill,90.0,90.0,chicken feed mill,90.0,6.755,,41.0,0.0
485,dog paw covers,dog paw covers,1000.0,1000.0,dog paw covers,1000.0,6.7498,https://www.chewy.com/ultra-paws-wound-dog-boot/dp/56659,32.0,0.2
332,chicken treats for winter,"winter chicken treats, frozen chicken treats, chicken treats for winter","110.0, 90.0, 20.0",220.0,winter chicken treats,110.0,6.151199999999999,,31.0,0.0
270,chicken feed for winter,chicken feed for winter,140.0,140.0,chicken feed for winter,140.0,6.7453,,70.0,0.0
287,horse feed nets,horse feed nets,10.0,10.0,horse feed nets,10.0,6.7439,,53.0,0.0
935,getting a cat into a pet carrier,getting a cat into a pet carrier,20.0,20.0,getting a cat into a pet carrier,20.0,6.7331,,82.0,0.0
1177,desert reptile substrate,"reptile substrate, substrate reptile, reptile soil substrate, reptile clay substrate, desert reptile substrate","720.0, 720.0, 40.0, 40.0, 10.0",1530.0,reptile substrate,720.0,4.91052,https://www.chewy.com/exo-terra-coco-husk-tropical/dp/124054,104.0,0.025974026
961,bearded dragon infrared light at night,"bearded dragon lights, light bearded dragon, bearded dragon lights at night, bearded dragon red light, bearded dragon infrared light at night","2900.0, 2900.0, 880.0, 260.0, 10.0",6950.0,bearded dragon lights,2900.0,4.32794,https://www.chewy.com/b/heating-lighting-14000,154.0,0.009836066
1332,finch bird supplies,"finch bird supplies, nest bird supplies, large bird supplies","20.0, 10.0, 10.0",40.0,finch bird supplies,20.0,5.079066666666667,,18.0,0.0
176,corn chicken feed as cat litter,"chicken feed for cat litter, chicken feed as cat litter, corn chicken feed as cat litter","390.0, 390.0, 10.0",790.0,chicken feed for cat litter,390.0,6.079000000000001,https://www.chewy.com/kalmbach-feeds-all-natural-non-gmo-17/dp/244669,26.0,0.0
958,medical dog tags,medical dog tags,480.0,480.0,medical dog tags,480.0,6.6904,,29.0,0.0
188,pink dog coats for large dogs,pink dog coats for large dogs,10.0,10.0,pink dog coats for large dogs,10.0,6.6832,,63.0,0.0
781,chicken feed mixer,chicken feed mixer,260.0,260.0,chicken feed mixer,260.0,6.6781,,49.0,0.0
609,plant terrarium accessories,plant terrarium accessories,10.0,10.0,plant terrarium accessories,10.0,6.6745,,30.0,0.0
55,personalized gifts for dog moms,"gifts for dog mom, dog gifts for mom, dog mom jewelry, custom dog mom gifts, personalized gifts for dog moms, personalized dog gifts for mom","8100.0, 8100.0, 320.0, 90.0, 70.0, 40.0",16720.0,gifts for dog mom,8100.0,5.47755,https://www.chewy.com/pet-friends-dog-mom-pendant-necklace/dp/184278,126.0,0.0
64,chicken feed with marigold,chicken feed with marigold,30.0,30.0,chicken feed with marigold,30.0,6.6529,,284.0,0.0
291,chinchilla grooming brush,"grooming chinchillas, chinchilla grooming, chinchilla cat grooming, grooming a chinchilla, chinchilla grooming comb, chinchilla grooming brush","90.0, 90.0, 10.0, 10.0, 10.0, 10.0",220.0,grooming chinchillas,90.0,5.83925,https://www.chewy.com/kaytee-chinchilla-bath-sand/dp/166732,181.0,0.0
959,plastic reptile hides,"reptile skull hide, plastic reptile hides, natural reptile hides","70.0, 40.0, 20.0",130.0,reptile skull hide,70.0,3.8047,https://www.chewy.com/galapagos-hollow-hide-grapevine-cave/dp/284206,7.0,0.0
524,pet pee grass,pet pee grass,30.0,30.0,pet pee grass,30.0,6.6383,https://www.chewy.com/frisco-indoor-grass-potty/dp/193050,126.0,0.0
343,chia pet grass,chia pet grass,40.0,40.0,chia pet grass,40.0,6.6236,,39.0,0.0
686,dry bones for dogs,dry bones for dogs,30.0,30.0,dry bones for dogs,30.0,6.6215,,200.0,0.0
1175,mackerel fish vitamins,mackerel fish vitamins,10.0,10.0,mackerel fish vitamins,10.0,6.6196,,71.0,0.0
335,old dog cookies,old dog cookies,20.0,20.0,old dog cookies,20.0,6.6055,,27.0,0.0
1287,riding breeches women's,"riding breeches, riding breeches women's, women's riding breeches, ladies riding breeches, navy riding breeches","1900.0, 320.0, 320.0, 20.0, 10.0",2570.0,riding breeches,1900.0,4.545959999999999,https://www.chewy.com/tuffrider-ladies-ribb-lowrise-pull/dp/252446?utm_source=google-product&amp;utm_medium=organic&amp;utm_campaign=%7Bcampaignid%7D&amp;utm_content=TuffRider&amp;utm_term=%7Bkeyword%7D,37.0,0.2
632,fermenting duck feed,"fermenting duck feed, duck feed nutrition","40.0, 10.0",50.0,fermenting duck feed,40.0,6.4201999999999995,,167.0,0.0
1341,koi pond aquarium,"aquarium pond, koi pond aquarium","480.0, 20.0",500.0,aquarium pond,480.0,6.2974,,164.0,0.0
173,terrarium decor cleaner,"plant terrarium decor, terrarium decor cleaner","40.0, 10.0",50.0,plant terrarium decor,40.0,4.2592,,29.0,0.0
738,horse riding supplies,"horse riding supplies, equine horse supplies","170.0, 10.0",180.0,horse riding supplies,170.0,6.2619,,98.0,0.0
232,degu pet supplies,degu pet supplies,10.0,10.0,degu pet supplies,10.0,6.5754,,150.0,0.0
1242,pet carrier cover,pet carrier cover,70.0,70.0,pet carrier cover,70.0,6.5666,https://www.chewy.com/molly-mutt-dog-crate-cover-papillon/dp/318119,123.0,0.0
453,unique cat supplies,unique cat supplies,20.0,20.0,unique cat supplies,20.0,6.5592,,70.0,0.0
1025,cat perfume bottle,"cat perfume bottle, dog perfume bottle","170.0, 20.0",190.0,cat perfume bottle,170.0,4.76055,https://www.chewy.com/petag-fresh-n-clean-dog-fresh-floral/dp/177512,8.0,0.0
964,cat clothes anime,cat clothes anime,10.0,10.0,cat clothes anime,10.0,6.5444,,35.0,0.0
1270,aquarium salt planted tank,"saltwater aquarium plants, aquarium salt and plants, aquarium salt plants, saltwater jar aquarium, aquarium salt planted tank, aquarium salt with plants","880.0, 40.0, 40.0, 20.0, 20.0, 10.0",1010.0,saltwater aquarium plants,880.0,3.087566666666666,,47.0,0.0
1265,essential puppy supplies,"essential puppy supplies, essential dog supplies, dog essential supplies","110.0, 90.0, 10.0",210.0,essential puppy supplies,110.0,6.402466666666666,,236.0,0.0
305,budgie parakeet care,"parakeet pet care, parakeet birds care, budgie parakeet care","50.0, 40.0, 20.0",110.0,parakeet pet care,50.0,5.3063,,12.0,0.0
258,collagen chicken dog treats,collagen chicken dog treats,10.0,10.0,collagen chicken dog treats,10.0,6.5209,,25.0,0.0
872,hummingbird feeders for winter,"winter bird feeders, bird feeders for winter, hummingbird feeders for winter","1300.0, 1300.0, 480.0",3080.0,winter bird feeders,1300.0,5.9145,,113.0,0.0
762,bird seed with mealworms,"bird seed with mealworms, bird food worms","40.0, 10.0",50.0,bird seed with mealworms,40.0,5.10615,,23.0,0.0
505,pet carrier hard,pet carrier hard,50.0,50.0,pet carrier hard,50.0,6.5131,,731.0,0.0
361,cat shampoo ph,cat shampoo ph,10.0,10.0,cat shampoo ph,10.0,6.5004,,26.0,0.0
1291,3 ingredient dog cookies,3 ingredient dog cookies,30.0,30.0,3 ingredient dog cookies,30.0,6.4951,,24.0,0.0
25,cockatiel grooming,cockatiel grooming,40.0,40.0,cockatiel grooming,40.0,6.4699,,47.0,0.0
444,leather riding chaps horse,"leather riding chaps, mens leather riding chaps, leather riding chaps horse","320.0, 90.0, 20.0",430.0,leather riding chaps,320.0,5.647233333333332,,63.0,0.0
915,catnip and silvervine,"catnip silvervine, catnip and silvervine","390.0, 140.0",530.0,catnip silvervine,390.0,6.3369,https://www.chewy.com/petlinks-hypernip-silvervine-catnip/dp/169733,31.0,0.0
743,black dog with hat,black dog with hat,10.0,10.0,black dog with hat,10.0,6.4503,,26.0,0.0
372,horse reins and bridle,"horse reins and bridle, horse bridle and reins","320.0, 320.0",640.0,horse reins and bridle,320.0,6.3705,https://www.chewy.com/rambo-micklem-horse-multi-bridle/dp/351699,36.0,0.0
271,vitamin d supplements for cattle,vitamin d supplements for cattle,10.0,10.0,vitamin d supplements for cattle,10.0,6.4373,,31.0,0.0
302,alpaca food treats,"alpaca food, alpaca food treats, alpaca as food","480.0, 10.0, 10.0",500.0,alpaca food,480.0,6.316733333333333,https://www.chewy.com/mazuri-alpaca-complete-life-alpaca/dp/248813,28.0,0.003524229
423,stix dog coats,stix dog coats,10.0,10.0,stix dog coats,10.0,6.4348,,64.0,0.0
